id,sex,employment,married,income,digital3
77355,M,employed,1,13984,.58616126
77356,F,retired,0,6200,0
77357,F,employed,1,21799,0
77358,M,retired,1,6822,.24512479
77359,M,unemployed,0,9263,.48238271
77360,F,employed,1,8478,0
77361,M,employed,1,101708,.12556043
77362,M,employed,1,7890,.74424922
77363,F,retired,0,14805,.065659843
77364,M,employed,1,14854,0
77365,M,employed,1,7604,0
77366,F,student,0,6997,.94343024
77367,M,employed,1,9022,0
77368,M,employed,1,119350,.060322545
77369,F,unemployed,1,0,.85827839
77370,M,employed,1,20117,.12425634
77371,M,employed,1,44053,0
77372,F,employed,1,9289,.52650529
77373,F,retired,1,14649,.31622288
77374,M,retired,0,12440,0
77375,M,employed,0,8574,.17199592
77376,F,employed,1,19966,.67052215
77377,F,employed,1,4703,.66017085
77378,F,employed,0,17778,0
77379,F,retired,1,3935,0
77380,F,unemployed,1,0,0
77381,M,employed,1,10161,0
77382,M,employed,0,20313,.029169798
77383,F,employed,0,20327,.7586174
77384,F,student,0,53909,.97601569
77385,M,retired,1,44419,0
77386,F,employed,1,22144,.58761114
77387,F,unemployed,0,0,0
77388,M,student,0,0,.84569013
77389,M,retired,0,9688,0
77390,M,unemployed,1,0,.63668299
77391,M,unemployed,1,0,0
77392,F,employed,1,21660,.68465924
77393,F,unemployed,1,12250,0
77394,M,employed,1,29530,.62271267
77395,M,employed,1,6666,.15490684
77396,M,retired,1,7424,.25890917
77397,M,employed,1,9981,.48287743
77398,F,student,0,0,.84101045
77399,M,employed,0,10925,.35571977
77400,M,employed,1,20894,.72433758
77401,F,unemployed,1,10600,.12420383
77402,F,employed,0,5576,.032240439
77403,M,employed,0,7506,.59026694
77404,M,student,0,4171,.80205476
77405,F,employed,1,7057,0
77406,F,student,0,0,.42811933
77407,F,employed,0,45791,.65427971
77408,F,retired,0,4963,0
77409,M,employed,1,11342,.12525286
77410,M,employed,1,14398,.60723388
77411,M,retired,1,8020,.24253654
77412,M,student,0,6975,.7116468
77413,M,employed,1,18897,.5076347
77414,F,employed,0,23100,.66755092
77415,M,employed,1,11309,.80302173
77416,F,employed,1,36876,0
77417,F,unemployed,0,0,.32476079
77418,M,employed,1,11700,.60772318
77419,M,employed,0,91020,.72080123
77420,M,employed,1,24000,.70315266
77421,M,retired,1,18652,0
77422,M,employed,1,9848,.79821974
77423,M,employed,1,17748,.56478047
77424,M,employed,1,22044,.53246135
77425,F,student,0,0,.94571388
77426,M,employed,1,12758,.54224539
77427,F,employed,0,8155,.90500224
77428,F,student,0,0,.7655136
77429,M,employed,0,18166,.26311308
77430,M,employed,1,11474,0
77431,F,employed,1,7551,.3648603
77432,F,student,0,0,.87893623
77433,M,unemployed,1,5651,.51248622
77434,M,employed,0,31365,0
77435,F,retired,1,85082,.2745173
77436,F,unemployed,1,0,0
77437,M,employed,0,19573,.6628477
77438,F,retired,1,32763,0
77439,F,employed,1,68691,.62544072
77440,F,employed,0,24114,.72303742
77441,F,retired,0,14619,.095837139
77442,M,unemployed,0,0,.27089065
77443,M,employed,1,24019,0
77444,M,student,0,0,.95557743
77445,F,student,0,0,.88987154
77446,M,employed,1,8992,.74095732
77447,M,employed,1,17999,.5879252
77448,F,employed,1,22872,0
77449,F,employed,1,11577,0
77450,F,employed,1,32558,.60788578
77451,M,student,0,0,.32063362
77452,M,employed,1,8721,.14543582
77453,M,employed,1,10852,.078505553
77454,F,retired,0,11080,.23695855
77455,M,employed,1,14699,.66611356
77456,M,student,0,2780,.74564075
77457,F,employed,1,107978,.93435407
77458,F,employed,1,5066,.65699613
77459,M,employed,1,9207,.86301559
77460,M,student,0,3183,.088525042
77461,M,student,0,0,.48939997
77462,M,unemployed,1,0,.17646897
77463,M,employed,1,25048,0
77464,M,retired,1,6204,.10418464
77465,F,employed,1,8571,0
77466,M,employed,0,35826,.47255597
77467,M,employed,1,33970,.77967179
77468,F,unemployed,1,0,.68719178
77469,F,employed,1,10526,.68318307
77470,F,retired,1,5286,.067843035
77471,F,employed,1,6805,.638722
77472,M,employed,0,5766,.62011296
77473,M,employed,1,10882,0
77474,M,student,0,0,.77344781
77475,F,unemployed,1,25157,.12334669
77476,M,employed,0,9895,0
77477,F,student,0,0,.87355369
77478,F,employed,0,7575,.2719298
77479,M,student,0,0,0
77480,F,employed,1,9303,.63731945
77481,M,employed,0,165475,.39787897
77482,F,unemployed,1,34879,.6215536
77483,M,student,0,0,.81048197
77484,M,employed,1,19626,0
77485,M,student,0,0,.96421599
77486,M,employed,1,11541,.3016488
77487,F,employed,0,6899,0
77488,M,employed,1,8810,0
77489,F,employed,1,6861,.45453367
77490,F,employed,1,5774,0
77491,F,employed,0,9724,.97508848
77492,F,employed,0,9501,0
77493,F,retired,1,5282,.11985669
77494,F,employed,1,8001,.31893748
77495,F,employed,1,19422,.025661875
77496,M,retired,1,4465,0
77497,M,student,0,0,.7619642
77498,M,employed,1,7729,.5434432
77499,F,unemployed,1,0,0
77500,M,retired,1,105901,0
77501,F,retired,0,9459,.28961894
77502,M,student,0,0,.55749029
77503,M,employed,1,8346,.61510897
77504,M,employed,0,10397,.77777141
77505,F,employed,1,12057,.50804693
77506,F,student,0,6314,.99214667
77507,F,student,0,0,.89790612
77508,M,employed,0,42377,.54683942
77509,M,student,0,17116,.22722957
77510,M,employed,0,23017,.92539155
77511,F,employed,0,17789,.50038248
77512,M,student,0,2877,.43874785
77513,M,employed,1,6124,.96906894
77514,M,student,0,0,0
77515,M,employed,1,29698,0
77516,F,employed,1,38686,.56050366
77517,F,employed,1,6959,0
77518,M,employed,0,15741,.97822779
77519,M,student,0,4067,.9123134
77520,M,unemployed,0,0,.71651596
77521,F,employed,1,13716,.99786097
77522,M,employed,0,38780,.61132073
77523,M,employed,0,47268,.12261075
77524,M,employed,1,23959,.50875759
77525,M,employed,1,6181,.21507637
77526,M,student,0,9848,0
77527,M,employed,1,11394,0
77528,M,unemployed,1,0,.19208649
77529,F,employed,0,29230,0
77530,M,employed,1,28923,.50430703
77531,M,retired,0,46848,0
77532,F,unemployed,0,17286,.5899595
77533,M,employed,1,23047,0
77534,F,unemployed,1,0,.070730366
77535,F,unemployed,1,13653,.56647623
77536,M,employed,1,14382,0
77537,F,employed,1,6068,.40931368
77538,F,unemployed,1,43678,.76133591
77539,M,employed,0,78150,0
77540,M,employed,1,21374,0
77541,M,employed,1,103836,.11430309
77542,M,student,0,0,.97044963
77543,M,employed,1,7446,.58090788
77544,M,employed,0,8704,0
77545,F,student,0,0,.86487436
77546,M,employed,1,8153,.48361439
77547,F,unemployed,1,94178,.62751019
77548,F,employed,1,4146,.47400776
77549,M,unemployed,1,0,0
77550,M,employed,1,74174,0
77551,M,employed,0,8020,.6699456
77552,M,employed,1,6147,0
77553,M,unemployed,0,11301,.51350045
77554,M,employed,1,6076,.5524435
77555,M,student,0,0,0
77556,F,employed,1,46219,.71736622
77557,F,employed,1,6214,0
77558,M,unemployed,0,11801,.69183636
77559,F,employed,1,831450,0
77560,F,retired,1,43027,.28435645
77561,M,student,0,0,.88747102
77562,M,employed,1,7403,.5022366
77563,F,student,0,0,.25361013
77564,M,student,0,0,.94598657
77565,M,employed,0,10305,.51305372
77566,M,employed,1,7846,.14016019
77567,M,employed,1,10115,0
77568,M,employed,1,15159,0
77569,F,student,0,0,.99226964
77570,M,employed,1,26981,.62345344
77571,M,employed,1,25765,.027898129
77572,F,student,0,11523,.94785577
77573,M,employed,0,121465,0
77574,F,employed,1,27968,0
77575,M,student,0,4196,.2059094
77576,M,employed,0,12655,.099572271
77577,M,student,0,3213,.78279984
77578,F,student,0,0,.62555164
77579,M,retired,1,9228,.26093569
77580,F,employed,0,14645,.10285187
77581,M,student,0,27441,.19708481
77582,M,employed,0,6340,.57384735
77583,M,employed,1,15631,0
77584,M,employed,0,7296,.87600374
77585,F,employed,1,7905,0
77586,M,employed,1,15555,.7981441
77587,M,unemployed,1,17585,.083046362
77588,F,student,1,0,.79426992
77589,F,unemployed,1,0,.22754332
77590,M,unemployed,1,0,.77706164
77591,M,unemployed,1,6038,.85861421
77592,M,employed,1,5010,0
77593,M,student,0,0,.20919925
77594,F,unemployed,1,0,.63238561
77595,M,retired,1,7216,.26373973
77596,F,unemployed,1,7047,0
77597,M,employed,1,12180,.56760716
77598,F,student,0,0,.19395217
77599,M,employed,1,7280,.65114337
77600,F,employed,1,25021,0
77601,F,student,0,61548,.89482176
77602,M,unemployed,1,0,.53232676
77603,M,employed,1,41876,0
77604,M,student,0,0,.93233466
77605,M,employed,1,12626,.90530872
77606,F,retired,0,32692,0
77607,M,employed,0,10363,.86629385
77608,M,employed,1,20960,.53834474
77609,M,employed,0,27157,.72292709
77610,F,unemployed,1,8215,.52450341
77611,M,student,0,0,.241946
77612,F,employed,1,76274,.70167005
77613,M,employed,1,102829,.88799202
77614,F,student,0,0,.95396233
77615,M,student,0,0,.7288506
77616,M,unemployed,1,0,.56730294
77617,F,employed,1,6357,.76531094
77618,F,unemployed,1,37023,.27123839
77619,M,employed,1,6531,.5655154
77620,F,employed,1,13720,0
77621,F,employed,1,17047,0
77622,M,employed,0,30304,.09527538
77623,M,retired,1,4654,.2462033
77624,M,student,0,17153,.27586973
77625,F,student,0,0,.87733066
77626,M,employed,0,7903,.7553761
77627,M,employed,1,15424,.19252133
77628,M,student,0,0,.48162302
77629,F,retired,1,3187,0
77630,F,retired,1,2681,0
77631,M,student,0,0,0
77632,F,employed,1,16332,.87047309
77633,M,unemployed,1,0,.65756458
77634,M,employed,1,14716,0
77635,M,student,0,0,.88210589
77636,F,employed,0,7759,0
77637,M,employed,1,8322,.81386572
77638,F,student,0,15709,.0039975606
77639,M,retired,0,14280,.21899407
77640,F,student,0,0,.78073001
77641,F,retired,1,15100,.070091635
77642,M,employed,1,32353,.11162121
77643,F,student,0,0,.88165647
77644,M,employed,1,6380,.078528292
77645,F,unemployed,1,0,.27004358
77646,F,retired,0,2936,.0064276545
77647,F,employed,1,4065,.75339782
77648,M,employed,0,5804,0
77649,M,student,0,0,0
77650,M,unemployed,1,0,.46603036
77651,M,retired,1,8663,0
77652,M,student,0,0,.81399256
77653,M,retired,1,4870,0
77654,M,employed,1,5955,.5314725
77655,M,unemployed,0,9628,.32159656
77656,M,unemployed,1,0,.53794855
77657,M,employed,0,7156,.50085855
77658,M,student,0,0,.3424584
77659,M,unemployed,1,13701,.28770691
77660,F,employed,1,11832,.55482751
77661,M,employed,1,9947,0
77662,F,student,0,0,.88042343
77663,F,unemployed,1,9905,.60980934
77664,M,retired,1,4556,.0041309795
77665,F,unemployed,1,0,.04759606
77666,F,student,0,69422,.69566059
77667,F,employed,1,57972,.1703798
77668,F,unemployed,0,0,0
77669,F,employed,1,4773,.51801646
77670,M,employed,1,8433,0
77671,F,employed,1,10136,.53570026
77672,F,retired,1,3588,0
77673,F,employed,1,10883,.59785026
77674,M,retired,1,4265,0
77675,M,employed,1,13374,.36983573
77676,M,employed,1,25451,0
77677,M,retired,1,4336,.17344189
77678,M,student,0,0,.90218365
77679,F,employed,0,86671,.81496131
77680,M,employed,1,10336,.62369239
77681,M,unemployed,1,8328,.59801114
77682,F,employed,1,8786,.73418981
77683,F,retired,1,13441,0
77684,M,retired,0,6551,.22776762
77685,M,employed,1,27554,.46183461
77686,F,retired,1,4061,0
77687,M,student,0,0,.98287117
77688,F,student,0,5422,.12471424
77689,M,student,0,0,0
77690,F,employed,0,52022,.87938195
77691,M,retired,0,15198,.21631587
77692,M,employed,0,11749,.73561001
77693,M,student,0,0,.86829835
77694,M,retired,1,3525,.23916776
77695,F,student,1,0,.98636925
77696,M,unemployed,1,16086,0
77697,F,student,0,3897,.84370804
77698,M,employed,1,12857,.71637917
77699,M,student,0,0,.76495147
77700,M,retired,1,7994,0
77701,M,employed,1,8639,.32754269
77702,F,unemployed,0,8146,.78464901
77703,F,student,0,0,.97339451
77704,M,employed,1,5421,.55824119
77705,M,employed,1,16483,.91745394
77706,F,unemployed,0,0,.80413592
77707,F,student,0,17906,0
77708,F,employed,0,5460,.60239357
77709,M,employed,0,53725,.58771259
77710,F,unemployed,1,6511,.1172532
77711,M,employed,0,9199,.63029921
77712,F,retired,1,8867,0
77713,M,student,0,6209,.91869766
77714,F,retired,1,13907,0
77715,M,student,0,20661,.83544588
77716,M,employed,0,5641,0
77717,F,employed,1,6799,.38062987
77718,F,employed,1,65895,.91357297
77719,F,employed,1,42745,.50724828
77720,M,student,0,0,.72813725
77721,F,employed,1,10471,0
77722,F,employed,0,13210,0
77723,F,employed,1,8418,.35722283
77724,M,student,1,0,.39429078
77725,M,employed,1,20531,.22017498
77726,F,employed,1,62339,.71458811
77727,M,employed,1,6762,0
77728,F,employed,1,7932,.53192872
77729,F,employed,1,4285,.099462569
77730,F,employed,0,19177,0
77731,M,employed,1,9951,.71694416
77732,F,retired,1,5841,.22665226
77733,M,employed,1,13167,.40029922
77734,F,employed,1,105784,.81156993
77735,M,student,0,0,.60455012
77736,F,unemployed,1,0,.10314472
77737,M,employed,1,6618,.80164683
77738,M,employed,1,8546,.68118304
77739,M,employed,1,10987,.58479714
77740,F,employed,1,11630,.47007143
77741,F,student,0,0,.72265691
77742,M,employed,1,7880,.73828334
77743,M,employed,1,5570,.56177318
77744,F,retired,0,5129,.31182796
77745,F,employed,1,17732,.30124941
77746,F,employed,1,16032,.5818885
77747,F,employed,1,15401,.93799764
77748,M,employed,0,10638,0
77749,M,employed,1,6312,.45596212
77750,F,employed,0,9982,.35636744
77751,F,unemployed,1,6864,.27082396
77752,F,employed,0,21146,.64296049
77753,M,student,0,0,.83460265
77754,M,student,0,0,.96817452
77755,F,retired,1,4447,.26181951
77756,F,employed,0,150089,.38793331
77757,F,employed,1,9756,.53022766
77758,F,student,0,20996,.095106632
77759,M,employed,0,16022,.59691572
77760,F,unemployed,0,7161,0
77761,M,unemployed,0,13995,.11360307
77762,M,employed,1,10767,.6066283
77763,M,employed,0,12688,.57832015
77764,M,employed,1,9284,.57364845
77765,M,employed,1,11759,.86677605
77766,F,unemployed,1,0,.52370131
77767,M,employed,0,6079,.52978235
77768,M,employed,1,23897,.1400955
77769,F,employed,1,8198,.66525388
77770,M,student,0,0,.36210966
77771,M,employed,1,10795,.66998613
77772,F,employed,1,5786,.1322528
77773,F,student,0,12551,.843135
77774,M,unemployed,0,0,0
77775,F,student,0,0,.75503755
77776,F,employed,1,18463,.087636292
77777,M,unemployed,1,4711,.89280355
77778,F,employed,1,6459,0
77779,F,employed,1,7107,.54506314
77780,F,employed,1,22337,0
77781,M,unemployed,0,9800,0
77782,M,employed,1,27077,.7281251
77783,M,employed,1,35263,.13600133
77784,M,retired,0,5391,.26772684
77785,F,employed,1,10238,.86211395
77786,M,unemployed,1,12068,.49470374
77787,M,unemployed,0,0,.091324307
77788,M,student,0,6992,.66166496
77789,M,employed,1,234482,.28555757
77790,M,employed,1,15540,.78673118
77791,M,retired,1,9307,.17887154
77792,M,unemployed,0,0,.56951213
77793,M,employed,1,10153,.52352667
77794,F,employed,1,5332,.23606488
77795,M,employed,1,8713,0
77796,M,employed,1,10578,.6901117
77797,F,employed,0,7318,.78326213
77798,F,employed,1,6018,.56894612
77799,F,employed,1,9105,0
77800,F,employed,0,38834,.862261
77801,F,unemployed,1,14451,.512371
77802,F,unemployed,1,25967,.63682252
77803,M,employed,1,11423,.25198144
77804,M,employed,1,25092,.17039359
77805,M,employed,1,16317,.27967235
77806,F,student,0,7322,.89226937
77807,M,student,0,8331,0
77808,F,student,0,10356,.36780518
77809,F,unemployed,1,12905,.21804108
77810,M,student,0,0,.34835723
77811,M,employed,0,9005,.33602268
77812,F,student,0,0,.90851235
77813,M,retired,0,10224,.28530726
77814,M,student,0,0,.21405788
77815,F,unemployed,1,7200,.63137233
77816,M,employed,1,26208,.74324846
77817,F,retired,0,9757,0
77818,M,retired,1,4823,0
77819,M,employed,1,9178,.41379973
77820,M,employed,1,10518,.041308135
77821,F,employed,1,7387,.68412548
77822,M,retired,1,7286,.32088608
77823,M,employed,0,142742,.62637311
77824,M,student,0,0,.96464032
77825,M,retired,1,16266,.096065246
77826,M,retired,1,4649,.21942487
77827,M,unemployed,1,0,.92824221
77828,M,employed,0,5128,.63592505
77829,F,student,0,0,.66173136
77830,M,employed,0,10870,.40111125
77831,F,student,0,0,.92871976
77832,M,employed,1,108860,.074249297
77833,M,employed,0,16249,0
77834,M,employed,0,19973,.92189699
77835,F,unemployed,1,28207,.18236127
77836,F,employed,0,41564,.086253457
77837,M,employed,0,5848,.74547315
77838,F,employed,1,5534,.59670931
77839,M,retired,1,6703,.3245914
77840,F,employed,1,5470,.50804359
77841,F,unemployed,0,0,.890118
77842,F,employed,0,9625,.55519354
77843,F,unemployed,1,15576,0
77844,M,employed,1,39388,.17414348
77845,F,employed,1,4973,.18665579
77846,M,employed,1,11551,.4430694
77847,M,employed,0,72284,.50912219
77848,F,retired,0,8730,0
77849,M,employed,1,9681,.69822901
77850,M,employed,1,15132,.045246352
77851,F,unemployed,1,6642,.69242603
77852,M,employed,1,12211,.50473535
77853,F,retired,1,12349,.030245548
77854,F,employed,1,7645,.47284758
77855,F,unemployed,1,285,.61373836
77856,F,employed,1,79789,.26464754
77857,M,employed,1,6536,0
77858,F,unemployed,1,14958,.11354729
77859,M,employed,1,8202,.49488035
77860,M,employed,1,9033,.89112687
77861,M,employed,1,79791,.6854738
77862,F,student,0,150853,.11972218
77863,M,student,0,0,.19622529
77864,F,employed,1,8251,0
77865,F,employed,0,8339,.50449151
77866,F,student,0,0,.85339183
77867,F,retired,1,12058,.029085074
77868,F,employed,1,5673,.61921775
77869,M,employed,1,23094,.38103208
77870,M,student,0,0,.73134899
77871,M,employed,1,17060,0
77872,M,student,0,0,.092464924
77873,M,unemployed,0,20963,.6461314
77874,M,employed,0,7987,.14481206
77875,M,employed,1,10149,.62104839
77876,F,student,0,0,.67299765
77877,M,employed,0,6730,.71577269
77878,F,employed,1,77341,.62272108
77879,M,retired,1,7088,.13967031
77880,F,unemployed,1,24744,.58684361
77881,F,employed,1,77735,.27986693
77882,F,student,0,0,.25421786
77883,F,employed,1,37120,.80131996
77884,M,employed,0,5214,.48132968
77885,M,employed,1,8587,.44025451
77886,M,student,0,0,.93912059
77887,M,employed,1,20553,.53754336
77888,M,student,0,0,.89392376
77889,M,employed,1,11304,.79138571
77890,M,student,0,15048,.87370968
77891,M,student,0,0,.82076138
77892,M,unemployed,1,0,.32065919
77893,M,employed,1,20703,0
77894,M,employed,1,12190,.65034914
77895,F,employed,1,32333,.74981153
77896,M,student,0,0,.83877647
77897,F,unemployed,1,7111,.55175543
77898,F,employed,0,29193,0
77899,M,employed,1,5927,.43682861
77900,F,unemployed,1,0,.52592927
77901,F,student,0,0,.40742654
77902,M,employed,0,48426,.14716837
77903,M,student,1,0,.75652444
77904,F,employed,1,6000,.62729901
77905,F,employed,1,6719,.76594156
77906,F,employed,1,14964,0
77907,M,employed,1,8055,.52456939
77908,M,unemployed,0,0,.48532629
77909,F,retired,0,9848,.21047489
77910,F,student,0,0,0
77911,M,employed,1,8316,.54851371
77912,M,employed,1,8265,.74341196
77913,F,employed,1,7388,.50079304
77914,M,employed,1,6255,.55093688
77915,M,employed,0,25575,.98980933
77916,F,employed,1,9255,.30774885
77917,M,employed,1,15184,.9953422
77918,M,employed,0,13456,.18457834
77919,F,retired,0,3259,.11155286
77920,F,employed,1,10064,.52907968
77921,F,employed,1,22196,.33975199
77922,M,employed,1,29154,0
77923,F,unemployed,1,6968,0
77924,M,employed,1,11590,.67702878
77925,M,employed,0,8407,.18407282
77926,M,employed,1,25334,.43275926
77927,M,student,0,26436,.99847448
77928,F,unemployed,1,27338,.028088186
77929,M,employed,0,29412,.69684488
77930,M,employed,1,19281,.90613562
77931,M,employed,1,55625,0
77932,M,retired,1,5048,.098166056
77933,F,employed,1,10847,.46768114
77934,M,employed,1,7636,.56741065
77935,M,student,0,34403,.93791926
77936,M,employed,1,38944,.6094836
77937,M,employed,1,8891,.821087
77938,F,employed,1,8246,.54059821
77939,F,student,0,0,.84201932
77940,M,employed,0,25167,.79926103
77941,F,retired,0,9404,.23913309
77942,F,student,0,18343,0
77943,M,employed,1,14719,.63402808
77944,F,student,0,0,.83356786
77945,M,employed,0,9064,.67215705
77946,F,employed,0,11084,.75870311
77947,F,retired,0,3812,0
77948,F,unemployed,1,0,.81952667
77949,M,student,0,0,.29345489
77950,M,employed,1,17984,.19641779
77951,F,employed,1,6502,.59078825
77952,F,unemployed,0,0,.8315872
77953,M,employed,1,14175,0
77954,F,unemployed,1,17390,.67229134
77955,M,employed,0,17742,.40954089
77956,M,employed,1,106414,0
77957,M,employed,1,21518,.17377712
77958,M,student,0,0,.9879716
77959,M,employed,1,22016,0
77960,F,employed,0,9895,.82986861
77961,M,employed,1,15282,.11928297
77962,M,student,0,9073,.24289045
77963,M,employed,1,16868,.42432538
77964,M,student,0,0,.42209688
77965,F,unemployed,1,0,.70809609
77966,F,employed,1,19851,.43402493
77967,M,employed,1,6593,.73684639
77968,F,retired,1,3124,.11447532
77969,M,employed,0,9983,.75675845
77970,M,employed,1,13771,0
77971,M,employed,1,9359,.53718817
77972,F,retired,1,2899,0
77973,M,employed,1,26081,.18146954
77974,M,employed,1,22043,.29073074
77975,M,employed,1,7710,.75786531
77976,F,employed,1,22024,.65731013
77977,M,student,0,6074,.062584147
77978,M,employed,1,9663,.2155913
77979,F,student,0,0,.17587438
77980,F,employed,0,16749,.63701242
77981,F,employed,1,13493,.13741644
77982,F,employed,1,6054,.24826586
77983,F,employed,1,15218,.17720373
77984,M,retired,1,25771,.15584604
77985,M,student,0,0,.72371209
77986,M,employed,1,7699,.73047459
77987,M,employed,1,20038,.39585939
77988,M,employed,1,9469,0
77989,M,employed,0,37797,.80650312
77990,M,unemployed,1,0,.042456269
77991,F,unemployed,0,0,.17398489
77992,F,employed,1,21337,.50149894
77993,F,employed,1,19768,.92643785
77994,M,unemployed,1,0,.82904375
77995,M,employed,0,19330,0
77996,M,unemployed,1,6028,.39380738
77997,M,unemployed,1,0,0
77998,M,retired,1,42309,.24002758
77999,F,employed,1,85555,.69466436
78000,M,employed,1,27828,.60063726
78001,M,employed,1,154479,.5698238
78002,M,employed,1,21078,.65362906
78003,M,employed,0,30931,.54733151
78004,F,employed,1,8791,.70794708
78005,M,employed,1,10716,.54489052
78006,M,employed,1,11358,.48271358
78007,M,employed,1,33198,.45814934
78008,F,employed,1,12147,0
78009,M,unemployed,0,7971,.98335117
78010,F,employed,1,6511,.61600691
78011,M,employed,0,12421,0
78012,M,employed,1,22132,.56905681
78013,M,employed,0,10568,0
78014,M,employed,0,23496,.70826173
78015,M,retired,1,24798,.2873998
78016,F,unemployed,0,37437,.7151953
78017,M,student,0,3152,.86499208
78018,F,student,0,0,.90723252
78019,M,unemployed,1,0,.75144845
78020,M,employed,0,6671,.62333125
78021,M,employed,1,8922,.57720244
78022,F,unemployed,0,6217,0
78023,F,employed,0,25048,.62986809
78024,F,student,0,0,.35249791
78025,M,employed,0,42419,.0004500752
78026,M,employed,1,101668,.29643807
78027,M,employed,1,23751,0
78028,F,employed,1,23781,.57672453
78029,M,student,0,0,0
78030,F,employed,1,11543,0
78031,F,student,0,0,.84120941
78032,F,unemployed,1,14390,0
78033,M,employed,0,52524,0
78034,M,employed,1,23153,0
78035,F,student,0,25073,.66996211
78036,M,employed,0,33917,.072948456
78037,F,student,0,0,.93970585
78038,F,student,0,0,.78075707
78039,F,employed,1,6202,.23096165
78040,F,employed,1,17159,.62565416
78041,M,employed,1,8344,0
78042,F,employed,1,14434,.60712016
78043,M,employed,1,8744,.1155154
78044,F,employed,1,5580,.54910547
78045,F,retired,0,2877,.2567398
78046,M,student,0,0,.078639857
78047,M,employed,1,9168,.64524692
78048,F,retired,1,3125,0
78049,M,employed,0,13761,.52286029
78050,F,retired,1,2756,0
78051,F,employed,0,14268,.35698327
78052,M,employed,1,10683,0
78053,M,employed,1,12539,.25661269
78054,F,retired,1,15175,.0032058358
78055,M,retired,1,39233,0
78056,F,employed,1,6717,.82123965
78057,F,employed,1,40066,.36224833
78058,M,student,1,7334,.9099865
78059,F,employed,1,9494,0
78060,M,employed,1,11536,.74981636
78061,F,employed,0,5976,.44705889
78062,M,employed,1,6974,.63765854
78063,M,unemployed,0,6000,.29829738
78064,M,unemployed,1,0,.69918829
78065,M,student,0,0,.70095432
78066,F,unemployed,1,0,.4077009
78067,F,retired,1,3504,.31129906
78068,M,employed,1,16770,.69701123
78069,F,unemployed,1,0,0
78070,M,retired,1,23480,.16376711
78071,M,retired,0,6108,.23738213
78072,M,employed,1,6872,0
78073,F,employed,0,21423,.58129752
78074,F,employed,1,12336,.72486049
78075,M,retired,0,7918,0
78076,M,employed,0,9412,0
78077,F,unemployed,0,14979,.22629072
78078,F,employed,1,5358,0
78079,M,student,0,8319,.25168166
78080,M,employed,0,11630,.78840971
78081,M,employed,1,27830,.62792432
78082,M,employed,1,14708,0
78083,F,unemployed,1,5950,.18678929
78084,M,employed,1,25365,.37050271
78085,M,employed,1,66339,.86682433
78086,F,unemployed,1,0,.68646687
78087,F,unemployed,0,5153,.51107764
78088,F,employed,1,4308,.57666886
78089,M,employed,1,6430,.67992961
78090,F,unemployed,1,9024,0
78091,F,unemployed,1,21973,0
78092,M,employed,1,23142,.54311657
78093,F,employed,1,4615,.29940549
78094,F,employed,1,20089,.68630624
78095,F,student,0,0,.75575578
78096,M,unemployed,0,67541,0
78097,M,employed,1,14564,.54030818
78098,F,retired,0,5861,.087880224
78099,M,student,0,0,.43972826
78100,M,employed,1,20700,.87855333
78101,F,employed,0,14127,.82729
78102,M,employed,1,7104,.35763034
78103,M,employed,1,8895,0
78104,F,unemployed,1,19195,0
78105,M,employed,1,64295,.54788536
78106,F,student,0,0,.80183929
78107,F,employed,1,7554,.28008363
78108,F,employed,1,8071,0
78109,F,employed,1,11046,.63534963
78110,F,unemployed,1,16399,.52256489
78111,F,student,0,0,.70534992
78112,F,retired,1,9393,0
78113,F,unemployed,0,0,0
78114,M,employed,1,19831,.31090021
78115,M,employed,1,10982,.35794336
78116,M,retired,0,9530,.28236812
78117,M,employed,1,10671,.64033937
78118,M,unemployed,1,9038,.78250563
78119,F,unemployed,1,37863,.24746294
78120,F,employed,1,7587,.22291534
78121,M,unemployed,1,0,.6140523
78122,M,employed,1,5342,.63013291
78123,M,employed,1,7856,.41373664
78124,M,employed,1,15470,.62478906
78125,M,retired,1,5504,0
78126,F,employed,1,110540,0
78127,F,employed,1,7003,0
78128,M,student,0,0,.85872614
78129,F,retired,0,5984,0
78130,F,employed,1,21740,.48161238
78131,F,employed,0,15298,.70089853
78132,F,employed,1,6031,.60612828
78133,F,employed,0,16033,0
78134,M,retired,0,30499,.22014582
78135,F,employed,1,8960,.7175287
78136,F,unemployed,1,0,.76782572
78137,M,student,0,0,.76568562
78138,M,employed,1,12713,.20264506
78139,M,unemployed,1,0,.0094470112
78140,F,unemployed,1,0,.30568823
78141,M,employed,1,14482,0
78142,M,unemployed,1,21338,.67632258
78143,M,student,0,0,.98977745
78144,F,retired,1,5175,.20719364
78145,M,employed,0,10093,.67485046
78146,M,employed,1,10487,.51389468
78147,F,employed,1,22990,.74887896
78148,M,employed,0,21322,.21610735
78149,F,retired,1,18893,.39149141
78150,M,retired,1,8532,.10676268
78151,F,unemployed,1,8106,0
78152,M,employed,1,11984,.27984995
78153,M,retired,1,5617,.26365545
78154,M,retired,1,6389,.33915663
78155,F,employed,1,11026,.52893621
78156,M,employed,0,13601,.60216802
78157,M,employed,1,291710,0
78158,F,student,0,5350,.94995874
78159,M,unemployed,1,0,.86265719
78160,M,employed,1,5453,.78042251
78161,F,retired,0,6335,0
78162,M,employed,1,15136,.65486431
78163,M,student,0,0,.40398288
