id,sex,employment,married,income,digital3,default
76247,F,unemployed,1,0,0.0,0
76248,M,employed,0,12972,0.057137322,0
76249,F,student,0,13303,0.94229686,0
76250,M,employed,1,130257,0.0,0
76251,F,employed,1,9452,0.5618915,0
76252,M,employed,1,29520,0.87337708,0
76253,M,student,0,0,0.0,0
76254,M,employed,1,9509,0.0,0
76255,F,unemployed,1,0,0.6303376,1
76256,M,employed,0,6989,0.22939816,0
76257,M,unemployed,1,0,0.33884752,1
76258,F,employed,1,5689,0.7583403,0
76259,F,employed,1,12965,0.73982728,0
76260,F,employed,0,14834,0.54091483,0
76261,F,employed,1,28362,0.92854518,0
76262,M,retired,1,35219,0.33023408,0
76263,F,employed,0,69343,0.7869584,0
76264,M,employed,1,5420,0.32957256,0
76265,M,unemployed,1,10226,0.54738981,0
76266,F,employed,1,5084,0.0,1
76267,M,unemployed,1,0,0.0,0
76268,M,retired,1,6451,0.20659602,0
76269,M,employed,1,9147,0.65342999,0
76270,F,employed,0,140297,0.28591451,0
76271,F,employed,0,63217,0.12280107,0
76272,M,retired,0,6898,0.10596583,0
76273,F,employed,0,14901,0.76369971,0
76274,M,student,0,0,0.93238193,0
76275,F,employed,0,15584,0.59235948,0
76276,M,employed,0,10517,0.52530056,1
76277,M,employed,1,11125,0.73162466,0
76278,M,unemployed,0,15211,0.56980437,0
76279,F,student,0,0,0.1538958,1
76280,M,retired,0,38468,0.19155097,0
76281,M,employed,0,58620,0.53694779,0
76282,M,student,0,5948,0.27514699,0
76283,M,employed,1,11061,0.55027884,1
76284,F,employed,1,8428,0.58753002,0
76285,F,student,1,3115,0.48367202,0
76286,M,employed,0,19342,0.0,1
76287,F,employed,1,9991,0.86181974,0
76288,F,employed,1,7721,0.79739422,0
76289,F,employed,1,5432,0.39366496,1
76290,F,student,0,4589,0.0,0
76291,M,retired,0,39088,0.06626337,0
76292,F,employed,0,6852,0.50444239,0
76293,M,employed,0,8059,0.15450612,0
76294,M,employed,0,18575,0.18860416,0
76295,F,employed,1,5802,0.56434631,0
76296,F,retired,0,4695,0.0,0
76297,F,employed,1,13638,0.55196977,0
76298,F,unemployed,0,0,0.26355335,0
76299,M,employed,0,8686,0.63739592,0
76300,F,unemployed,1,0,0.49898449,0
76301,F,employed,0,126385,0.51236165,0
76302,F,employed,0,6340,0.81471843,0
76303,M,employed,0,17902,0.52446038,0
76304,M,unemployed,1,7567,0.52842128,0
76305,F,student,0,0,0.0,1
76306,F,student,0,3877,0.8719278,1
76307,M,retired,0,4471,0.25697744,0
76308,F,student,0,0,0.0,0
76309,M,employed,1,7906,0.60707223,0
76310,F,employed,0,7471,0.54588401,0
76311,F,employed,1,4987,0.2102444,0
76312,M,employed,1,54751,0.62531477,0
76313,M,employed,0,9542,0.54021716,0
76314,M,employed,1,46782,0.6651324,0
76315,M,unemployed,1,0,0.53910297,0
76316,M,employed,1,20231,0.0,0
76317,M,student,0,0,0.30553293,0
76318,M,employed,1,25172,0.79929703,0
76319,M,employed,1,10084,0.66610271,0
76320,M,employed,0,13026,0.061304633,0
76321,M,retired,0,23157,0.0,0
76322,F,employed,1,139356,0.63231111,0
76323,M,employed,1,8207,0.54013872,0
76324,M,student,0,34835,0.89131767,0
76325,F,employed,1,12435,0.11396201,0
76326,F,employed,0,31081,0.6733228,0
76327,F,student,0,0,0.93682301,1
76328,M,employed,1,26582,0.51937115,0
76329,M,retired,0,7594,0.1569925,0
76330,F,employed,1,7874,0.5005042,0
76331,F,student,0,0,0.99090701,0
76332,F,retired,0,7493,0.0,0
76333,F,employed,1,12860,0.72056168,0
76334,F,employed,1,119103,0.56812984,0
76335,F,employed,1,35910,0.51110911,0
76336,F,employed,1,13069,0.83397305,1
76337,M,retired,1,27585,0.0,0
76338,F,unemployed,1,13974,0.62254786,0
76339,M,retired,0,11855,0.0,0
76340,M,retired,1,20171,0.22698596,0
76341,F,retired,0,51948,0.25626931,0
76342,F,employed,1,8052,0.95946318,0
76343,M,employed,0,7272,0.0,0
76344,M,employed,1,6216,0.83686662,0
76345,M,employed,1,46764,0.10213116,0
76346,F,employed,1,8830,0.58035022,0
76347,M,employed,1,9474,0.094165869,0
76348,M,retired,0,4019,0.0,0
76349,M,employed,1,10311,0.0,0
76350,F,retired,1,4986,0.025971124,0
76351,M,student,0,15844,0.39423016,0
76352,F,employed,1,96778,0.92542309,0
76353,F,student,0,13015,0.035560954,0
76354,F,employed,1,9974,0.58577168,0
76355,F,retired,1,4431,0.16570291,0
76356,M,student,0,0,0.91652334,0
76357,F,employed,0,5643,0.75082988,0
76358,M,employed,1,10858,0.70444709,1
76359,F,retired,1,2599,0.19359572,0
76360,F,student,0,2758,0.93947196,0
76361,M,employed,1,73611,0.89650387,0
76362,F,unemployed,1,7349,0.0,0
76363,F,employed,1,39128,0.95626116,0
76364,M,employed,1,8908,0.71905577,0
76365,M,student,0,0,0.8819595,0
76366,M,unemployed,1,8999,0.96487552,0
76367,F,unemployed,1,0,0.0,1
76368,F,student,0,0,0.14382115,0
76369,M,student,0,0,0.00873602,0
76370,F,unemployed,0,0,0.4607307,1
76371,F,employed,1,4326,0.0,1
76372,F,employed,1,17823,0.67833596,0
76373,F,employed,1,6736,0.22960521,1
76374,F,employed,1,6723,0.45089617,0
76375,M,employed,0,18886,0.60447127,0
76376,F,employed,1,14254,0.72684485,0
76377,M,employed,1,6954,0.5432747,1
76378,M,unemployed,0,0,0.30040917,1
76379,M,employed,0,5790,0.57633418,0
76380,M,employed,1,12880,0.80846989,0
76381,M,employed,1,31056,0.73745638,0
76382,F,employed,0,44517,0.50904334,0
76383,M,employed,1,34272,0.21431355,0
76384,M,unemployed,1,11807,0.0,0
76385,M,student,0,0,0.11054805,0
76386,M,student,0,0,0.89919138,0
76387,M,employed,1,15364,0.25227445,0
76388,F,employed,0,20258,0.18685511,0
76389,M,retired,1,9167,0.0,0
76390,F,unemployed,1,0,0.0,1
76391,M,employed,1,11063,0.13537811,0
76392,M,unemployed,0,0,0.0,0
76393,F,employed,1,23669,0.40832308,0
76394,M,student,0,0,0.0,0
76395,M,employed,1,7591,0.48399392,0
76396,F,employed,1,67674,0.64069366,0
76397,M,unemployed,0,0,0.50033748,0
76398,F,employed,1,9212,0.62716186,0
76399,M,employed,0,9698,0.62240928,0
76400,M,employed,1,10338,0.096146628,0
76401,M,employed,1,22802,0.074301325,0
76402,F,student,0,0,0.0,0
76403,M,retired,1,98,0.0,0
76404,M,retired,1,4382,0.20345554,0
76405,M,employed,1,13432,0.0,1
76406,M,employed,1,11553,0.13595702,0
76407,M,employed,1,18016,0.80807179,0
76408,M,unemployed,1,13780,0.70915729,0
76409,F,retired,0,16778,0.0,0
76410,M,unemployed,1,0,0.6084156,0
76411,F,retired,1,5108,0.3106041,0
76412,M,employed,1,7443,0.0,0
76413,M,employed,1,9136,0.38632739,0
76414,M,employed,0,82002,0.60304826,0
76415,F,employed,0,8505,0.64154017,0
76416,M,employed,1,13228,0.2096692,0
76417,M,unemployed,1,0,0.66288608,0
76418,M,employed,0,9053,0.86020988,0
76419,F,student,0,11958,0.44711292,0
76420,M,employed,1,30093,0.0,0
76421,F,unemployed,0,5842,0.0,0
76422,F,employed,1,7675,0.6205126,0
76423,F,student,0,0,0.12661633,0
76424,F,employed,1,15276,0.1199538,1
76425,M,employed,1,6577,0.7692675,0
76426,F,employed,1,9777,0.72619367,0
76427,M,unemployed,0,0,0.79487967,0
76428,F,retired,1,67835,0.0,0
76429,F,employed,0,13362,0.70223111,1
76430,M,employed,1,21214,0.54008573,0
76431,F,employed,1,5603,0.69259381,1
76432,M,employed,1,532034,0.0,0
76433,M,retired,1,6430,0.2932387,0
76434,M,student,0,0,0.78949541,1
76435,F,retired,1,16442,0.0,0
76436,M,retired,0,14066,0.0,0
76437,F,unemployed,1,0,0.87656915,0
76438,F,employed,0,26601,0.51248777,0
76439,M,employed,1,15122,0.0,0
76440,M,employed,1,24162,0.0,0
76441,M,unemployed,1,0,0.58381796,0
76442,M,employed,0,14461,0.52112597,0
76443,F,student,0,12315,0.86215323,0
76444,M,employed,1,15236,0.41725108,0
76445,M,employed,1,14157,0.0,0
76446,F,employed,1,19525,0.0,0
76447,M,employed,1,10758,0.69013965,0
76448,F,retired,1,11102,0.0,0
76449,M,employed,0,18227,0.41625533,0
76450,F,employed,0,31133,0.0,0
76451,F,unemployed,0,99402,0.18757617,0
76452,M,employed,1,15815,0.8717618,0
76453,F,employed,0,1000000,0.60443395,0
76454,F,employed,1,4724,0.67488456,0
76455,M,employed,1,9549,0.088532746,0
76456,F,unemployed,1,0,0.87854743,0
76457,M,employed,1,19152,0.14940532,0
76458,M,retired,0,11148,0.30860171,0
76459,F,employed,1,4767,0.45734584,0
76460,M,employed,1,9336,0.0,1
76461,M,unemployed,1,33053,0.12632011,0
76462,M,employed,1,16157,0.83354145,1
76463,F,student,0,6823,0.93683314,0
76464,F,student,1,0,0.96596158,0
76465,F,employed,1,7660,0.53851551,0
76466,F,employed,1,183280,0.58605558,0
76467,F,employed,0,20679,0.58114773,0
76468,F,employed,1,5043,0.56974679,0
76469,M,employed,1,17301,0.66031098,0
76470,M,retired,0,13360,0.11439116,0
76471,M,unemployed,1,0,0.0,0
76472,F,student,0,9498,0.0,0
76473,F,student,0,4620,0.84184003,0
76474,M,student,0,4622,0.76062554,1
76475,F,employed,0,45360,0.63806444,0
76476,F,employed,1,14799,0.44461483,0
76477,F,retired,0,34599,0.25399488,0
76478,F,employed,1,4689,0.0,0
76479,F,employed,1,14706,0.79864591,0
76480,M,employed,1,13087,0.5653314,0
76481,F,student,0,0,0.37130743,0
76482,F,employed,1,14035,0.41458166,0
76483,M,employed,1,7071,0.93607599,0
76484,F,student,0,0,0.83572513,0
76485,M,unemployed,1,0,0.63455933,0
76486,M,employed,0,10249,0.2795541,0
76487,M,employed,1,22534,0.7859481,0
76488,M,unemployed,0,0,0.83152926,0
76489,F,retired,0,5791,0.27726567,1
76490,F,retired,0,5965,0.063219339,0
76491,F,retired,0,9402,0.014244345,0
76492,M,unemployed,1,0,0.0,0
76493,F,employed,1,14407,0.75676829,0
76494,M,employed,0,9532,0.51104766,0
76495,M,employed,1,10262,0.96920705,0
76496,F,employed,1,11158,0.42461866,0
76497,F,employed,0,15086,0.34176135,0
76498,M,employed,0,9720,0.8569501,0
76499,M,employed,1,11787,0.65769333,0
76500,M,retired,0,4348,0.14524326,0
76501,F,employed,0,10042,0.034550518,1
76502,M,student,0,0,0.84972829,0
76503,M,employed,1,51091,0.0,0
76504,M,employed,0,8718,0.0,0
76505,M,employed,1,6597,0.72439778,0
76506,F,student,0,0,0.72169995,0
76507,M,student,0,0,0.36831814,0
76508,M,employed,1,36107,0.79446161,0
76509,F,unemployed,1,0,0.092973076,0
76510,M,employed,1,9355,0.61250091,1
76511,M,employed,1,7452,0.55683333,0
76512,M,unemployed,0,0,0.0,0
76513,M,retired,1,18713,0.0,0
76514,M,student,0,0,0.89183736,0
76515,M,student,0,0,0.96982801,0
76516,F,unemployed,1,0,0.98987156,0
76517,F,unemployed,1,40548,0.16670473,0
76518,M,employed,1,31679,0.7459929,0
76519,F,student,0,0,0.83720875,0
76520,F,employed,0,5963,0.0,1
76521,M,employed,1,23569,0.55207962,0
76522,M,employed,1,21364,0.0,0
76523,M,retired,0,5279,0.0,0
76524,F,employed,1,8498,0.0,0
76525,F,retired,0,12483,0.34961724,0
76526,M,employed,1,30908,0.86618578,0
76527,F,employed,1,32324,0.32377812,0
76528,M,employed,0,12019,0.71823031,0
76529,F,employed,1,6029,0.05150364,0
76530,F,employed,1,11840,0.24329613,0
76531,M,unemployed,1,0,0.0,0
76532,F,employed,1,13001,0.51849222,0
76533,M,employed,1,28910,0.39928311,0
76534,M,unemployed,1,42899,0.62938648,0
76535,M,student,0,0,0.20848714,0
76536,M,employed,0,12479,0.70780385,0
76537,F,employed,0,11622,0.55646193,0
76538,F,unemployed,1,15034,0.024426606,0
76539,F,employed,1,7185,0.22944258,0
76540,M,employed,1,7356,0.0,0
76541,M,employed,0,10913,0.40092343,0
76542,F,employed,1,24806,0.16497067,0
76543,M,employed,0,33717,0.70205814,0
76544,F,employed,1,8827,0.74522835,0
76545,F,student,0,0,0.72510594,0
76546,M,employed,1,7217,0.0,0
76547,M,student,0,109029,0.306288,0
76548,F,unemployed,0,8864,0.10547846,0
76549,M,employed,1,28235,0.83853447,0
76550,M,employed,0,19920,0.6265344,0
76551,M,employed,0,14081,0.42106897,0
76552,M,employed,1,9859,0.31899294,0
76553,F,unemployed,1,7227,0.43579897,0
76554,M,employed,1,6579,0.0,0
76555,M,unemployed,1,7082,0.0,0
76556,M,employed,0,9863,0.86457503,0
76557,F,employed,1,4549,0.51432216,0
76558,M,student,0,25724,0.18870598,0
76559,F,employed,1,24968,0.78340685,0
76560,M,student,0,40604,0.91348392,0
76561,F,unemployed,1,6375,0.89919204,0
76562,M,employed,1,6369,0.76686513,0
76563,F,retired,1,2585,0.049219288,0
76564,M,student,0,5361,0.84693396,0
76565,M,employed,1,9203,0.6882537,0
76566,F,employed,1,30254,0.12144802,0
76567,F,student,0,7594,0.25705379,0
76568,M,employed,1,23272,0.34466743,0
76569,M,employed,1,6657,0.54294771,0
76570,M,unemployed,1,12332,0.53381479,0
76571,M,retired,1,14125,0.0,0
76572,M,employed,1,9635,0.19558722,1
76573,F,employed,1,9031,0.7440396,0
76574,M,unemployed,0,0,0.65311807,0
76575,M,student,0,0,0.33681792,0
76576,M,employed,1,8322,0.67108464,0
76577,M,student,0,5971,0.82469475,0
76578,F,student,0,0,0.34138066,0
76579,M,employed,0,55633,0.87697583,0
76580,M,employed,1,28975,0.0,0
76581,M,student,0,0,0.0,0
76582,M,unemployed,1,0,0.15661657,1
76583,M,employed,1,21319,0.64228696,0
76584,F,employed,1,8877,0.83602393,0
76585,M,employed,1,16885,0.5740124,0
76586,F,unemployed,1,0,0.62256992,0
76587,F,employed,1,5538,0.64652592,0
76588,M,employed,1,28234,0.078031123,0
76589,M,employed,1,10413,0.17656894,0
76590,M,employed,1,11767,0.5029974,0
76591,M,student,0,20988,0.77043676,0
76592,F,employed,1,11255,0.027092801,0
76593,M,employed,1,10387,0.55391479,0
76594,M,employed,1,13449,0.0,0
76595,M,unemployed,0,8606,0.0,0
76596,F,student,0,0,0.92350811,0
76597,M,student,1,0,0.83557111,0
76598,F,student,0,0,0.97764456,0
76599,F,employed,1,14810,0.61633736,0
76600,M,employed,0,14485,0.74328178,0
76601,M,employed,1,23391,0.0,0
76602,F,employed,0,91497,0.57876128,0
76603,F,employed,1,693672,0.53527284,0
76604,F,employed,1,4493,0.0,0
76605,F,employed,1,11904,0.63467062,0
76606,F,employed,1,16482,0.0,0
76607,M,employed,1,16864,0.0,0
76608,F,unemployed,1,0,0.52554637,0
76609,M,retired,0,8224,0.22837019,0
76610,M,employed,0,14648,0.25176564,0
76611,F,retired,0,16945,0.0,0
76612,F,student,0,8772,0.26485577,0
76613,M,employed,1,11902,0.025796566,0
76614,M,employed,1,7621,0.39132634,0
76615,M,retired,0,7960,0.041681189,0
76616,M,employed,0,7820,0.50093544,0
76617,M,employed,1,5508,0.26264951,0
76618,F,employed,1,6800,0.91195834,0
76619,F,retired,1,10686,0.0,0
76620,M,employed,1,13732,0.53544772,0
76621,M,student,0,6620,0.95135355,0
76622,M,employed,1,34188,0.11293114,0
76623,F,employed,1,10226,0.0,0
76624,M,retired,1,10513,0.0,0
76625,M,retired,1,75704,0.37003738,0
76626,M,employed,1,21540,0.6918267,0
76627,M,employed,1,11519,0.023977257,0
76628,F,retired,1,4803,0.10794002,0
76629,M,employed,1,28443,0.41803145,0
76630,F,student,0,0,0.82383054,0
76631,M,employed,1,7934,0.73274362,0
76632,M,employed,1,20913,0.65912473,0
76633,M,employed,1,10107,0.0,0
76634,F,student,0,0,0.75630605,0
76635,F,student,0,0,0.72594368,0
76636,M,employed,1,6005,0.9396404,0
76637,M,student,0,17005,0.92448121,0
76638,M,employed,1,1000000,0.0,0
76639,M,student,0,0,0.74627411,0
76640,F,employed,0,6543,0.95693791,1
76641,F,employed,1,7531,0.34688666,0
76642,M,student,0,19341,0.35285172,0
76643,M,employed,1,7824,0.0,0
76644,M,employed,1,18850,0.0,0
76645,M,student,0,0,0.81274426,0
76646,M,employed,1,9998,0.57947123,0
76647,M,employed,1,64945,0.17362706,0
76648,F,unemployed,1,0,0.31646144,1
76649,M,unemployed,0,0,0.69543332,0
76650,F,employed,1,24506,0.55661565,0
76651,F,unemployed,1,16677,0.0,0
76652,M,student,0,23532,0.11694705,1
76653,F,retired,1,31484,0.065604106,0
76654,M,student,0,0,0.72126007,0
76655,M,employed,1,5274,0.0,0
76656,F,employed,0,8622,0.0,0
76657,M,employed,1,7722,0.5678215,0
76658,M,employed,0,12888,0.0,0
76659,M,student,1,0,0.8083936,1
76660,F,unemployed,1,20503,0.65604496,0
76661,M,employed,1,28726,0.086713299,0
76662,F,employed,1,54549,0.50814474,0
76663,M,employed,1,19180,0.85175669,0
76664,M,employed,0,12121,0.31016824,0
76665,F,employed,0,17764,0.13348038,0
76666,F,student,0,0,0.98774248,0
76667,F,unemployed,1,13611,0.56862295,0
76668,F,student,0,17757,0.26344913,0
76669,F,employed,0,60933,0.94966716,0
76670,M,employed,1,7896,0.32801455,1
76671,M,student,0,0,0.17663389,1
76672,M,employed,1,5328,0.25356147,1
76673,M,employed,0,16740,0.16437018,0
76674,M,employed,0,9519,0.48116806,0
76675,F,unemployed,1,0,0.77840793,1
76676,M,employed,1,20499,0.0,0
76677,M,employed,1,14463,0.60289949,0
76678,M,employed,1,13468,0.067282088,1
76679,M,employed,1,36878,0.32454988,0
76680,F,employed,1,11165,0.073148236,0
76681,M,employed,0,12677,0.0,0
76682,M,unemployed,0,5863,0.7106182,0
76683,F,employed,1,114687,0.70535892,0
76684,F,student,0,0,0.61614913,0
76685,M,employed,0,8114,0.33092117,0
76686,F,employed,1,5957,0.18716922,0
76687,M,unemployed,1,0,0.86161226,0
76688,M,student,0,0,0.14748785,0
76689,F,employed,1,27551,0.62316114,0
76690,M,employed,1,46909,0.0,0
76691,F,student,1,0,0.41129643,0
76692,M,employed,1,4989,0.56524074,0
76693,M,employed,1,65408,0.67055219,0
76694,M,employed,1,6527,0.12715328,0
76695,M,employed,0,1000000,0.95983404,0
76696,F,employed,1,7669,0.19415683,0
76697,M,student,0,11567,0.2989428,1
76698,F,employed,1,6468,0.8064785,0
76699,M,retired,0,7090,0.11286817,1
76700,M,employed,0,58461,0.69282633,0
76701,M,retired,1,13651,0.071346194,0
76702,M,employed,1,17157,0.62432635,0
76703,M,retired,0,9224,0.28502008,0
76704,M,employed,0,9047,0.33555883,0
76705,M,employed,1,9293,0.75479525,0
76706,M,employed,1,29618,0.51472783,0
76707,M,student,0,9184,0.76685464,0
76708,M,retired,1,59221,0.25263172,0
76709,M,student,0,0,0.7398082,0
76710,F,retired,1,10319,0.22147214,0
76711,F,retired,1,5482,0.061875217,0
76712,F,employed,0,9141,0.65479505,0
76713,M,employed,1,80194,0.55767012,0
76714,M,unemployed,1,0,0.4403666,0
76715,M,employed,1,14165,0.0,0
76716,F,employed,1,4397,0.35682902,1
76717,M,employed,1,14564,0.0,0
76718,M,student,0,0,0.84295261,0
76719,M,employed,1,9415,0.63861799,1
76720,M,employed,1,6566,0.86666614,0
76721,F,unemployed,0,10567,0.16479389,0
76722,M,student,0,0,0.86844236,0
76723,M,employed,1,39724,0.50892949,0
76724,M,employed,1,189065,0.53334612,0
76725,M,employed,1,71800,0.0,0
76726,F,unemployed,1,25704,0.6714291,0
76727,F,employed,0,5186,0.82177967,0
76728,M,student,0,0,0.85337728,0
76729,F,employed,1,7713,0.72659296,0
76730,M,unemployed,1,19553,0.0,0
76731,F,unemployed,0,47381,0.17838544,0
76732,M,employed,0,9292,0.59231192,0
76733,F,employed,0,16956,0.0,0
76734,F,student,0,0,0.17135373,0
76735,M,employed,1,36780,0.83489323,0
76736,M,retired,1,2905,0.27369544,0
76737,F,employed,1,5536,0.0,0
76738,F,employed,1,54007,0.0,0
76739,M,student,0,34238,0.8500914,0
76740,M,student,0,0,0.78012401,1
76741,M,employed,1,15583,0.62186307,0
76742,M,employed,0,27580,0.0,0
76743,M,employed,0,11036,0.35335064,0
76744,F,unemployed,0,5980,0.46021423,1
76745,M,student,0,0,0.86512065,0
76746,F,unemployed,1,34902,0.0,0
76747,F,student,0,0,0.42432737,0
76748,M,employed,1,21835,0.68560749,0
76749,M,employed,1,97848,0.89080542,0
76750,M,employed,1,7066,0.0,0
76751,M,employed,1,12175,0.039405171,0
76752,M,employed,1,26303,0.0,0
76753,M,employed,1,6776,0.0,0
76754,M,employed,1,7948,0.52310026,0
76755,F,employed,0,8486,0.0,0
76756,M,retired,0,4163,0.0,0
76757,M,employed,1,6774,0.0,0
76758,F,student,0,0,0.0,0
76759,F,employed,1,6539,0.0,1
76760,F,employed,1,4639,0.61479658,0
76761,F,employed,0,16088,0.68123311,0
76762,M,employed,1,7634,0.66175884,0
76763,M,employed,1,15720,0.2804352,0
76764,M,student,0,16211,0.63235378,0
76765,M,employed,1,8420,0.58253628,0
76766,M,employed,1,22038,0.20046219,0
76767,F,employed,1,13799,0.31252462,0
76768,F,student,0,11708,0.76019156,0
76769,M,employed,1,41133,0.1056787,0
76770,M,employed,1,75649,0.94176906,0
76771,F,student,0,5117,0.87707412,0
76772,M,student,0,0,0.11973583,0
76773,M,student,0,19757,0.94994694,0
76774,M,employed,0,16670,0.0,0
76775,F,retired,1,4325,0.0,0
76776,M,employed,1,7271,0.2872749,0
76777,M,employed,0,46578,0.0,0
76778,M,unemployed,0,0,0.59109181,1
76779,F,employed,1,14099,0.85110754,0
76780,F,employed,1,21601,0.55558205,0
76781,F,student,1,0,0.94717103,0
76782,F,employed,0,13864,0.27123258,0
76783,M,unemployed,1,0,0.044528924,1
76784,M,student,0,0,0.73039341,0
76785,M,employed,1,8301,0.44086424,0
76786,F,employed,1,10103,0.52851433,0
76787,F,employed,1,13421,0.68422014,0
76788,F,employed,0,15962,0.83002239,0
76789,M,student,0,0,0.90454787,0
76790,F,student,1,6322,0.83539152,0
76791,M,employed,1,6294,0.90636766,0
76792,F,unemployed,1,7789,0.44883603,0
76793,M,employed,1,9448,0.47456151,0
76794,F,employed,0,42754,0.60344368,0
76795,M,unemployed,1,9541,0.76925313,0
76796,M,employed,1,8224,0.089753427,0
76797,M,employed,1,6545,0.0,1
76798,M,employed,1,37498,0.69106477,0
76799,M,employed,1,8759,0.75908917,0
76800,F,employed,1,13028,0.0,0
76801,M,employed,1,5362,0.72445983,0
76802,M,student,0,0,0.97919738,0
76803,F,employed,1,21434,0.66637254,0
76804,M,employed,1,6116,0.97292912,0
76805,M,employed,1,9357,0.39778569,0
76806,M,unemployed,1,0,0.72898036,0
76807,M,employed,1,18978,0.0,0
76808,M,unemployed,1,0,0.72869223,0
76809,F,employed,0,8069,0.0,0
76810,F,employed,1,20426,0.61883205,0
76811,M,retired,1,4959,0.29669949,0
76812,M,employed,1,6949,0.58215743,0
76813,F,employed,1,29554,0.18155873,0
76814,F,employed,1,19121,0.0,0
76815,F,employed,1,11093,0.0,0
76816,F,employed,1,253257,0.81401455,0
76817,M,student,0,0,0.0,0
76818,M,employed,1,21434,0.21381113,0
76819,M,employed,0,9077,0.17804661,0
76820,F,student,0,21655,0.84210193,1
76821,F,employed,1,86734,0.0,0
76822,F,employed,1,6182,0.60491347,0
76823,M,student,0,0,0.18312153,0
76824,F,retired,0,16610,0.046059318,0
76825,M,employed,0,33650,0.54609585,0
76826,M,employed,1,19397,0.50199705,0
76827,M,retired,1,22877,0.24421635,0
76828,F,retired,0,5985,0.23877403,0
76829,F,employed,1,5111,0.78835738,1
76830,M,employed,1,14215,0.55956346,0
76831,F,employed,0,17544,0.33011729,0
76832,M,student,0,12248,0.80036986,0
76833,M,employed,0,11202,0.0,0
76834,M,employed,1,16458,0.70088476,0
76835,M,employed,0,7679,0.25645587,0
76836,M,retired,1,7615,0.0,0
76837,F,unemployed,1,17863,0.30658501,0
76838,M,employed,1,10498,0.070037372,0
76839,F,unemployed,1,0,0.49129805,0
76840,F,retired,1,2902,0.21443546,0
76841,F,employed,1,11557,0.0,0
76842,F,employed,1,8163,0.031679794,0
76843,M,unemployed,1,0,0.95863247,0
76844,F,employed,0,21208,0.0,0
76845,F,unemployed,1,8344,0.45286807,0
76846,M,employed,1,17518,0.31287867,0
76847,M,retired,1,10091,0.35406083,0
76848,M,employed,1,6242,0.0,0
76849,M,retired,0,9205,0.0,0
76850,F,retired,1,5480,0.03758797,1
76851,M,employed,1,9500,0.36457014,0
76852,M,student,0,0,0.0,1
76853,F,student,0,9796,0.72437125,0
76854,F,student,0,0,0.93365705,0
76855,M,employed,1,37560,0.76763862,0
76856,F,unemployed,0,0,0.59118944,0
76857,M,employed,1,37508,0.56245744,0
76858,M,student,0,3647,0.87816393,0
76859,M,student,0,0,0.27935535,1
76860,M,employed,1,5972,0.1011963,0
76861,F,employed,1,19396,0.87922311,0
76862,M,employed,0,42671,0.0,0
76863,M,retired,1,27305,0.22336224,0
76864,M,unemployed,1,0,0.51971227,0
76865,M,student,0,0,0.9197033,0
76866,M,employed,1,17613,0.26503396,0
76867,F,employed,1,10121,0.0,0
76868,M,employed,1,11355,0.57337976,0
76869,F,student,0,0,0.061601549,0
76870,M,employed,1,5421,0.5457505,1
76871,F,employed,1,9155,0.30535346,0
76872,M,employed,1,11404,0.54101855,0
76873,M,employed,0,12673,0.077959947,1
76874,F,student,0,21943,0.85270917,0
76875,M,employed,1,8492,0.85613954,0
76876,M,student,0,0,0.15859528,0
76877,M,employed,1,6574,0.0,0
76878,F,employed,1,5522,0.65121776,0
76879,M,employed,1,8019,0.6999141,0
76880,F,employed,0,18668,0.090190582,0
76881,F,employed,1,6974,0.40202424,0
76882,F,retired,1,7781,0.067383483,0
76883,M,unemployed,1,0,0.14897764,0
76884,M,student,1,0,0.0,0
76885,M,student,1,3731,0.0,1
76886,F,unemployed,0,17318,0.065600418,0
76887,F,employed,1,25267,0.3192378,0
76888,F,student,0,0,0.9478423,0
76889,F,employed,1,23362,0.52587467,0
76890,M,unemployed,1,0,0.77764589,0
76891,M,employed,0,6675,0.0,0
76892,M,employed,1,9164,0.69167912,0
76893,M,employed,1,60208,0.52412504,0
76894,F,retired,0,2955,0.29040584,0
76895,M,employed,0,31776,0.20622917,0
76896,M,employed,0,18232,0.42569527,0
76897,F,employed,1,39044,0.16987783,0
76898,M,employed,1,13686,0.20310713,0
76899,F,employed,0,36864,0.17072973,0
76900,F,employed,1,6055,0.60347641,0
76901,M,employed,0,6528,0.32236278,0
76902,M,employed,0,6556,0.19237579,0
76903,M,retired,1,5757,0.0021917513,0
76904,M,employed,1,174016,0.62792164,0
76905,M,student,0,0,0.80679286,0
76906,M,unemployed,0,0,0.30193663,0
76907,F,employed,1,6041,0.0,0
76908,M,employed,1,5489,0.18455715,0
76909,M,employed,1,7105,0.59800088,1
76910,M,employed,1,56593,0.6051448,0
76911,M,student,0,9575,0.96113819,0
76912,M,employed,0,138048,0.66573244,0
76913,F,unemployed,0,0,0.7477054,0
76914,F,employed,0,76132,0.7060166,0
76915,M,employed,1,5400,0.0,0
76916,M,student,0,0,0.85129595,0
76917,F,student,0,0,0.89828414,0
76918,M,employed,1,5482,0.55980867,0
76919,M,unemployed,1,20822,0.7912479,0
76920,M,employed,1,9342,0.36862898,0
76921,M,employed,1,16311,0.71320236,0
76922,F,employed,0,40706,0.53506917,0
76923,F,employed,0,10729,0.76211059,0
76924,F,employed,1,36120,0.68825585,0
76925,F,retired,1,3416,0.24908486,0
76926,M,retired,1,10105,0.0,0
76927,M,retired,1,8094,0.0,0
