id,sex,employment,married,income,digital2
187239,M,unemployed,1,12191,.63949209
187240,M,employed,1,17876,0
187241,M,employed,1,20813,.16730522
187242,M,unemployed,0,0,0
187243,M,employed,1,11634,.2979551
187244,F,student,0,0,0
187245,M,unemployed,1,0,.71590286
187246,M,unemployed,1,0,.15496965
187247,M,student,0,40611,.72102988
187248,M,employed,0,12444,0
187249,M,employed,1,10149,.58437657
187250,M,student,0,0,.74542093
187251,M,employed,1,16598,.50819153
187252,F,employed,1,8310,.3767812
187253,F,unemployed,1,0,.87558264
187254,F,employed,1,48675,.55112427
187255,F,unemployed,1,18006,.84484392
187256,F,employed,1,5663,.2260446
187257,M,employed,1,11636,.42645207
187258,M,employed,1,50600,0
187259,M,unemployed,1,0,.32918939
187260,M,employed,1,52418,.54104251
187261,M,employed,0,20029,.61683339
187262,F,employed,1,56011,0
187263,F,employed,1,68426,.10791989
187264,F,unemployed,1,0,.10447792
187265,M,retired,1,5076,.36887592
187266,F,employed,1,23434,0
187267,M,employed,1,11244,0
187268,F,employed,1,4678,.74765289
187269,F,employed,0,21445,.8630538
187270,M,employed,1,17901,.5653019
187271,M,retired,1,9307,.090821184
187272,M,employed,1,18630,0
187273,M,employed,1,8790,.50237375
187274,M,employed,1,15973,0
187275,M,employed,1,36288,.45990261
187276,F,employed,0,5767,.098757707
187277,F,student,0,0,.89439952
187278,M,unemployed,1,0,0
187279,F,employed,1,19829,0
187280,F,employed,1,6725,.26430622
187281,M,employed,0,28138,.74260306
187282,M,employed,1,11455,.61473513
187283,M,employed,1,13299,.53244585
187284,F,employed,0,10774,.65099657
187285,F,employed,1,160556,.87812662
187286,M,student,0,0,.8717078
187287,F,student,0,0,.99241775
187288,M,employed,1,9612,.52583754
187289,M,unemployed,1,17080,.52176189
187290,M,unemployed,0,34335,.83163142
187291,M,student,0,10466,.83561969
187292,M,employed,1,118649,.48446512
187293,M,employed,1,6981,.56126678
187294,M,employed,1,13952,.77569914
187295,F,employed,1,5677,.38465217
187296,M,unemployed,1,0,.094879657
187297,F,student,0,0,.49080041
187298,F,employed,0,7023,.82752264
187299,M,employed,1,187243,.52461916
187300,M,employed,1,13868,.53125656
187301,F,employed,0,7592,.53747052
187302,M,employed,1,7223,.82904786
187303,F,employed,1,5899,.36155018
187304,M,employed,1,24625,.60596389
187305,M,employed,1,24582,.5095399
187306,M,unemployed,1,0,.51485533
187307,F,unemployed,1,0,0
187308,M,employed,1,6871,.80928355
187309,F,student,0,0,.88115901
187310,M,unemployed,1,5903,.76887417
187311,M,unemployed,1,0,.60939264
187312,M,employed,1,13960,.17486711
187313,M,employed,1,5756,.77641231
187314,M,unemployed,0,21872,.52282184
187315,F,unemployed,1,7424,.85896355
187316,M,employed,1,14080,.37333986
187317,F,retired,1,7285,0
187318,F,unemployed,1,0,.75080532
187319,M,unemployed,1,0,.29577103
187320,M,employed,0,15200,.085217968
187321,F,unemployed,0,0,0
187322,M,student,0,73697,0
187323,M,student,0,0,.42780504
187324,M,employed,1,23861,.56658596
187325,M,unemployed,1,6484,.72909415
187326,F,retired,1,3328,.22398153
187327,M,employed,0,15294,.6759761
187328,F,retired,0,5684,0
187329,M,employed,1,40809,.5542838
187330,M,employed,1,11050,0
187331,M,employed,0,95614,.91455966
187332,M,employed,1,24520,0
187333,F,student,0,0,.86048263
187334,M,employed,1,17576,.23487176
187335,M,employed,1,19211,0
187336,M,student,1,13246,.93645543
187337,M,student,0,0,.74856192
187338,M,employed,0,63045,.15331088
187339,F,retired,1,7006,.31541532
187340,F,employed,1,8308,0
187341,M,student,0,37574,0
187342,M,employed,1,17926,.85261858
187343,F,student,0,0,.2851527
187344,F,employed,0,23496,.12476626
187345,F,employed,1,11100,.041523051
187346,M,student,0,0,.93904889
187347,M,student,0,0,0
187348,M,employed,1,9130,0
187349,M,employed,1,7315,.8024115
187350,M,employed,1,7794,.077581108
187351,M,employed,1,12522,.15372513
187352,M,employed,1,7295,.34049541
187353,F,employed,1,10398,.92592961
187354,F,unemployed,1,0,.50729889
187355,M,retired,1,8722,0
187356,M,employed,1,11063,0
187357,M,employed,1,319432,.6424489
187358,M,employed,1,6628,.71715814
187359,M,employed,1,14262,.41059095
187360,M,employed,1,11824,.157921
187361,M,employed,1,11969,.78241289
187362,F,unemployed,1,0,.61011118
187363,F,employed,1,11935,.062345885
187364,F,employed,0,14920,.68689233
187365,M,employed,1,8112,.033975288
187366,F,employed,0,7975,.29301098
187367,M,employed,1,7044,.26191002
187368,M,employed,1,6606,.027458295
187369,M,student,0,0,.076900318
187370,M,employed,1,8369,.52624893
187371,F,employed,1,11193,0
187372,F,student,0,12726,0
187373,M,employed,0,9695,0
187374,M,unemployed,1,0,.34960923
187375,M,student,0,7926,.78002381
187376,F,unemployed,1,6646,.53676277
187377,M,retired,1,9258,0
187378,F,unemployed,1,20614,.30291054
187379,F,student,0,5316,.65354747
187380,M,employed,1,10004,0
187381,F,retired,0,2086,.021735361
187382,F,student,0,0,.95242608
187383,F,employed,1,10043,.13352138
187384,M,retired,1,3806,.10883093
187385,M,student,0,15798,.7246635
187386,M,employed,1,5389,.64919865
187387,F,employed,1,5671,.64633274
187388,M,employed,1,8222,0
187389,M,employed,1,12459,.72000223
187390,F,unemployed,1,13763,.59517676
187391,M,student,0,24738,.80159652
187392,M,employed,1,16309,.67128718
187393,F,student,0,0,.12939112
187394,F,unemployed,0,9172,.50861615
187395,F,employed,1,10590,.21900679
187396,M,retired,1,50464,0
187397,M,employed,0,31605,.94491595
187398,M,employed,1,14982,.24205288
187399,M,employed,0,19387,.90307856
187400,M,unemployed,0,10969,0
187401,F,employed,1,28797,.67150688
187402,M,unemployed,0,0,0
187403,F,employed,1,6057,.59633934
187404,M,employed,1,42768,.54391962
187405,F,retired,0,30536,0
187406,M,employed,1,12758,.15122549
187407,M,employed,1,14854,.37770873
187408,M,student,0,13193,.089280069
187409,M,employed,1,19718,.57674497
187410,M,employed,0,13851,0
187411,F,unemployed,1,0,.41368538
187412,F,retired,1,4428,.23460703
187413,F,student,0,5417,.73061258
187414,F,retired,1,8845,0
187415,M,employed,1,10564,.57835847
187416,F,employed,0,25258,.57270801
187417,M,student,0,7971,.85285163
187418,F,unemployed,1,6029,.42481881
187419,F,employed,1,15286,.58158338
187420,F,employed,1,23517,0
187421,M,employed,0,10978,.2718125
187422,M,employed,1,13341,.99230713
187423,F,employed,0,14666,.83760977
187424,M,student,0,0,.63148224
187425,M,employed,1,17343,.28631821
187426,F,student,0,9877,.91929358
187427,F,employed,0,5932,.4132309
187428,M,student,0,0,.69908136
187429,M,retired,1,5312,0
187430,M,student,0,0,.83312118
187431,M,employed,1,41738,.7052173
187432,M,employed,1,13247,.72363245
187433,M,retired,0,17729,.1373547
187434,F,employed,0,36377,.87502974
187435,M,unemployed,1,0,.14298138
187436,F,employed,1,6767,.76530087
187437,M,employed,0,9408,.52788687
187438,M,employed,0,11676,.24357447
187439,F,student,1,16047,.92417765
187440,M,unemployed,1,7932,.26832995
187441,M,employed,0,5335,.58580279
187442,F,employed,0,7535,.79312664
187443,F,unemployed,1,0,.78019488
187444,M,employed,1,21140,.2574569
187445,M,employed,0,16028,0
187446,M,employed,1,136316,.10223291
187447,M,retired,0,4824,0
187448,F,retired,1,7117,0
187449,M,employed,1,8604,.14458194
187450,F,retired,1,9955,.22447094
187451,M,employed,1,7196,.69533855
187452,F,employed,1,36103,.68053007
187453,F,retired,1,6940,0
187454,M,employed,1,34363,.63948482
187455,F,employed,1,13490,.16258758
187456,M,employed,1,5231,.87883055
187457,F,employed,1,8437,.50303358
187458,M,student,0,0,.96826905
187459,F,student,0,33536,.55108267
187460,M,student,0,0,.84666216
187461,M,employed,0,31753,.64842832
187462,F,employed,1,12439,0
187463,M,unemployed,1,25482,.27414352
187464,F,unemployed,1,0,.41588703
187465,M,retired,1,23632,0
187466,F,unemployed,0,0,0
187467,M,employed,1,6450,.14826432
187468,M,unemployed,0,5825,0
187469,M,retired,1,30764,.24458762
187470,F,student,0,0,.96739602
187471,M,employed,1,28181,.31905532
187472,M,employed,1,7114,0
187473,M,employed,1,7475,.42627653
187474,M,employed,0,14278,0
187475,F,employed,0,28193,0
187476,M,employed,0,9777,.077838838
187477,F,unemployed,0,17716,.44020662
187478,M,employed,0,8270,.55416632
187479,F,unemployed,0,0,0
187480,F,unemployed,1,18118,.0064458414
187481,M,employed,1,42814,.74143487
187482,M,retired,0,6087,.31370705
187483,M,retired,1,13374,0
187484,F,unemployed,0,16172,.26633734
187485,M,employed,1,56494,.33754462
187486,M,employed,0,7418,.65509593
187487,F,employed,0,18015,.60945988
187488,F,employed,1,31710,.062658414
187489,M,unemployed,1,9296,.55551213
187490,M,student,0,0,.73795867
187491,M,student,0,7076,.72295094
187492,M,employed,1,5445,.53052753
187493,M,employed,0,10297,.58469242
187494,F,student,0,0,.45559257
187495,M,employed,1,13556,0
187496,F,employed,1,12078,.22391851
187497,M,employed,0,11759,.22087677
187498,F,employed,0,53840,0
187499,M,employed,1,10555,.75719047
187500,M,employed,1,8630,.75332975
187501,M,employed,0,9584,0
187502,M,student,1,0,.91787368
187503,F,employed,1,10639,.78113467
187504,M,employed,0,8354,.51030964
187505,M,employed,1,12305,.52829415
187506,M,student,0,0,.95135021
187507,M,employed,1,6454,.14885882
187508,M,employed,1,21481,.99033898
187509,F,employed,1,13036,.10632206
187510,M,employed,1,15223,.57379615
187511,M,employed,1,7448,0
187512,M,employed,0,6613,0
187513,M,employed,0,10453,.35682154
187514,M,employed,0,23044,.60070825
187515,M,retired,1,14078,.22068354
187516,F,employed,0,7164,.14673597
187517,M,retired,0,5070,.24875073
187518,F,employed,1,6382,0
187519,F,employed,1,32543,.53610343
187520,M,employed,0,110843,.12215212
187521,F,employed,1,13169,.24607866
187522,F,employed,1,20122,.62228161
187523,M,employed,1,6805,.67341447
187524,F,employed,0,15987,0
187525,M,employed,0,42513,.50950807
187526,M,employed,1,7113,.87718701
187527,M,unemployed,1,0,.50757426
187528,F,student,0,10002,.88106316
187529,F,retired,0,7607,0
187530,M,employed,0,41910,.85451913
187531,F,employed,1,5783,.1159754
187532,M,student,0,0,.10337264
187533,M,unemployed,1,0,.13156328
187534,F,student,0,50042,.77512395
187535,M,employed,1,8962,.39754802
187536,M,student,0,15649,.73019445
187537,M,student,0,28798,.68544102
187538,M,employed,1,32923,0
187539,M,employed,0,5945,.028603029
187540,F,retired,1,5314,.13614766
187541,F,employed,1,8050,.51866055
187542,F,unemployed,0,0,.86969984
187543,M,unemployed,0,0,.81413102
187544,M,employed,0,23266,.59018582
187545,F,employed,1,14967,.7251361
187546,F,employed,1,13954,.20823485
187547,M,unemployed,1,0,.6922363
187548,M,unemployed,1,0,.6340248
187549,F,student,1,4759,.10066342
187550,M,employed,1,13726,0
187551,F,employed,0,112233,.99992293
187552,M,employed,0,13653,.62170547
187553,M,employed,0,12011,.96057302
187554,M,unemployed,1,0,.16813114
187555,M,employed,1,71050,0
187556,F,retired,1,5537,0
187557,M,employed,1,11861,.65392125
187558,M,employed,1,235632,0
187559,M,employed,1,20378,.61651188
187560,M,employed,1,22032,.60402054
187561,F,retired,1,3734,.2432287
187562,M,employed,1,23288,.75043303
187563,M,student,0,0,.96307993
187564,M,employed,1,30942,.65096873
187565,M,employed,0,33665,.61809397
187566,M,employed,1,40794,.92870343
187567,M,unemployed,1,8449,0
187568,M,student,0,0,.84666109
187569,M,employed,1,22792,.22364426
187570,F,employed,1,8312,.8714636
187571,M,employed,0,22169,.64680684
187572,M,employed,1,18824,.31010446
187573,F,employed,1,78452,.75588173
187574,F,retired,1,5153,.1114222
187575,F,employed,1,58195,.59108597
187576,F,employed,1,17550,.97629029
187577,M,student,0,0,.86684215
187578,M,student,0,0,.85531151
187579,M,employed,0,8894,.55261928
187580,F,retired,1,14544,0
187581,M,retired,0,5183,0
187582,F,student,0,0,.72186565
187583,M,employed,0,31585,.13589466
187584,F,employed,1,17495,.4043864
187585,F,employed,1,33279,.53795093
187586,F,retired,1,2716,0
187587,F,employed,1,7140,0
187588,M,student,0,37533,.93823171
187589,M,employed,0,36850,.80502754
187590,M,employed,1,16882,.82402635
187591,F,employed,1,8941,.65278399
187592,M,retired,1,5028,.040849455
187593,M,employed,1,16192,0
187594,M,employed,1,7822,.57407099
187595,M,employed,1,10930,.42915359
187596,F,employed,1,25581,0
187597,F,unemployed,0,5693,.95970666
187598,M,unemployed,1,12708,0
187599,M,employed,1,14153,.67389172
187600,F,unemployed,1,0,.65451854
187601,F,employed,1,7786,0
187602,F,employed,1,9161,0
187603,M,retired,1,21372,.11273916
187604,M,student,0,0,.89499378
187605,F,student,0,0,.93099308
187606,M,employed,1,11590,.78056669
187607,M,employed,0,14254,.50153017
187608,F,student,0,0,.83522052
187609,M,employed,0,8262,0
187610,M,employed,0,5622,0
187611,M,employed,1,30495,.46650341
187612,F,student,0,0,.75651735
187613,M,employed,0,16588,.73566812
187614,F,employed,1,12371,.50907695
187615,F,unemployed,1,0,.3477318
187616,M,employed,0,58096,.053000893
187617,F,employed,1,73334,.75377774
187618,M,employed,1,10103,.62143719
187619,M,employed,0,18806,.42073542
187620,M,employed,1,26814,.61988211
187621,M,employed,1,8495,.23779145
187622,M,student,0,0,.8871786
187623,M,employed,0,5420,.34988189
187624,F,employed,1,16721,.066974021
187625,F,employed,1,7125,.78572333
187626,M,employed,0,25243,.12267443
187627,F,employed,0,28056,.13845448
187628,M,unemployed,1,0,.92658317
187629,M,employed,1,13705,.7487914
187630,F,employed,1,5571,.37941313
187631,M,retired,1,8109,0
187632,M,employed,1,27166,0
187633,M,employed,1,7998,.002468897
187634,M,employed,1,18973,.62665296
187635,M,employed,0,8001,.66593814
187636,M,employed,1,16079,.56020099
187637,F,unemployed,1,2852,.63516301
187638,M,employed,0,10680,.79436713
187639,F,employed,1,41298,.74832451
187640,M,employed,0,29340,.026110457
187641,M,student,0,0,.93306357
187642,M,student,0,0,.33604401
187643,F,unemployed,1,0,0
187644,M,employed,0,13201,.63481373
187645,F,employed,0,15441,.65778953
187646,F,employed,1,12389,0
187647,F,employed,1,6928,.77527064
187648,F,retired,1,3464,.032461308
187649,M,employed,0,238357,.37902606
187650,M,student,0,0,.84155208
187651,F,unemployed,0,10181,.61560512
187652,M,student,0,0,.8037523
187653,M,employed,1,8161,.011775663
187654,F,unemployed,1,9586,.25246555
187655,F,student,0,8734,.42196819
187656,M,retired,1,41143,.000037737096
187657,F,employed,1,17451,.8561725
187658,M,employed,1,11749,.13423403
187659,F,employed,1,17705,.80832118
187660,F,unemployed,1,14475,.99365795
187661,M,employed,1,7929,.51840013
187662,F,student,0,22151,.87453055
187663,F,employed,1,5191,.17132644
187664,M,employed,1,13268,.20079459
187665,F,student,0,0,.10249736
187666,F,employed,1,6419,0
187667,F,student,0,0,.97182649
187668,F,student,0,16033,.4385426
187669,F,employed,0,24955,.51385564
187670,F,employed,1,6770,.59726214
187671,M,employed,0,10176,.21873651
187672,F,employed,0,7760,.59837765
187673,F,unemployed,1,0,.42333978
187674,F,employed,1,9105,.96389532
187675,M,employed,1,8165,.48179591
187676,M,employed,1,12891,.54475415
187677,M,retired,1,174883,0
187678,M,employed,0,573543,.81037802
187679,F,retired,1,8387,.044198111
187680,F,employed,0,23881,.44086042
187681,F,retired,0,4621,0
187682,F,student,0,0,.52670813
187683,F,retired,1,4378,0
187684,M,retired,1,7533,.24847865
187685,F,employed,1,7666,.75818032
187686,F,employed,1,11682,.18963803
187687,F,employed,1,4821,.74990475
187688,M,employed,1,12144,.038628083
187689,M,student,0,0,.20661397
187690,M,employed,1,17808,.29110104
187691,M,employed,0,6803,.55563724
187692,F,employed,1,7535,.63891017
187693,F,retired,0,3271,0
187694,M,employed,1,21217,0
187695,M,student,0,11864,.76768655
187696,M,student,0,6185,.92884868
187697,M,employed,0,48491,.55782044
187698,F,retired,1,3408,.16641642
187699,M,employed,0,5867,.6429792
187700,M,employed,1,27055,.62857902
187701,F,unemployed,1,14260,.95539171
187702,F,employed,1,7015,.35766351
187703,F,retired,1,2794,0
187704,M,retired,1,7183,.35131654
187705,M,employed,1,9319,.26130223
187706,M,employed,1,8774,.33141407
187707,M,employed,1,15356,.73102546
187708,F,student,0,4489,.95037979
187709,F,student,0,0,.37717259
187710,M,employed,1,6016,0
187711,M,employed,1,18036,.37417021
187712,M,employed,1,14353,0
187713,F,retired,0,6410,.25364891
187714,F,employed,0,8864,.53847277
187715,F,student,0,6061,.7157529
187716,F,unemployed,0,0,.0070103565
187717,F,employed,1,28870,0
187718,F,employed,1,6733,.38155448
187719,F,unemployed,1,0,.62022424
187720,F,employed,1,15715,.55643588
187721,F,employed,1,22857,.72855473
187722,F,employed,1,6496,0
187723,M,employed,0,14566,.0094843814
187724,F,employed,0,29459,0
187725,M,retired,0,5143,.2795898
187726,F,student,0,22586,.91731024
187727,M,employed,0,14709,.3197974
187728,M,employed,1,9146,.50169849
187729,M,employed,1,5707,.10106353
187730,M,employed,0,8572,.64637637
187731,F,employed,1,18771,.98509926
187732,M,employed,0,6167,0
187733,M,employed,0,125696,.50939524
187734,F,employed,1,41279,.17740552
187735,M,employed,1,8123,.78572851
187736,M,employed,1,13202,.272899
187737,F,unemployed,0,47251,.83595502
187738,F,employed,0,28786,.67657655
187739,M,employed,1,107287,.81556141
187740,M,student,0,0,0
187741,M,retired,1,3601,.008089168
187742,F,employed,1,4631,.34666029
187743,F,employed,1,14147,.19950943
187744,F,employed,0,6039,.69270051
187745,M,student,0,11492,.5822857
187746,F,student,0,2830,.64136469
187747,M,employed,1,18415,0
187748,M,employed,1,9149,.36976108
187749,M,student,0,0,.82012969
187750,M,employed,1,15365,.57347012
187751,F,student,0,0,.79839879
187752,F,employed,1,4710,.57380575
187753,M,unemployed,1,0,0
187754,M,student,1,0,.87844968
187755,F,employed,0,28885,.60847425
187756,M,retired,1,9738,.23748371
187757,F,employed,1,27508,0
187758,F,unemployed,0,0,.6759091
187759,M,student,0,0,.55751181
187760,M,employed,0,6591,0
187761,F,student,0,0,.71018171
187762,F,employed,0,19527,.60151976
187763,M,student,0,0,.79597676
187764,M,retired,1,7706,0
187765,M,student,0,0,.90308642
187766,F,retired,0,13094,.27011842
187767,M,employed,1,20050,.21304475
187768,F,employed,1,19208,0
187769,M,employed,1,10579,.53334302
187770,F,employed,1,22811,.59033144
187771,F,employed,0,18483,.66043699
187772,M,unemployed,0,6516,.039057549
187773,M,employed,1,7553,.59083772
187774,M,employed,0,95450,.51770633
187775,M,employed,1,56360,.85494459
187776,F,employed,1,5806,.58255947
187777,M,employed,1,8962,0
187778,M,employed,1,18994,.57339352
187779,M,employed,0,20408,0
187780,F,unemployed,0,0,.90610236
187781,M,employed,1,60198,.047334693
187782,F,unemployed,1,0,.69265902
187783,M,employed,1,6764,.49922654
187784,F,employed,0,9295,.62826121
187785,F,retired,0,5753,0
187786,F,employed,0,13739,.74984962
187787,F,employed,1,6303,.78836268
187788,M,retired,1,10503,.22423446
187789,F,unemployed,1,0,.80460906
187790,M,retired,1,5386,.22266015
187791,M,student,0,0,.95248681
187792,M,employed,0,11035,0
187793,M,student,0,10587,.73240185
187794,M,unemployed,1,0,.58394474
187795,F,unemployed,1,0,.7777124
187796,M,employed,0,15989,.80153883
187797,F,unemployed,1,0,.59674066
187798,F,student,0,0,.49575907
187799,M,employed,1,424836,.98163342
187800,M,employed,1,9738,.29355529
187801,M,employed,0,25698,0
187802,M,employed,0,24433,0
187803,M,employed,0,23284,.319132
187804,M,employed,1,37360,.67571181
187805,M,employed,1,13468,.98735946
187806,F,employed,1,8712,.017928965
187807,F,student,0,0,.60960305
187808,F,employed,1,37817,0
187809,M,retired,1,10656,.27416435
187810,M,employed,1,15967,.56946445
187811,M,unemployed,1,0,.62592304
187812,M,employed,1,13397,0
187813,M,employed,1,18824,.73315734
187814,F,employed,1,20539,.026856076
187815,F,employed,1,11133,.17191543
187816,F,student,0,38334,.79673243
187817,M,employed,1,74324,0
187818,F,employed,1,5472,.37795976
187819,M,employed,0,12396,0
187820,M,employed,0,11456,.30064753
187821,F,unemployed,1,0,.58878487
187822,F,employed,1,8598,.6330725
187823,M,employed,1,55859,.2206866
187824,F,unemployed,1,0,.62211394
187825,M,employed,1,7666,0
187826,F,employed,1,8850,.74614978
187827,M,unemployed,1,0,.047449131
187828,M,employed,1,17642,.57462847
187829,M,employed,1,7475,.67038083
187830,F,employed,0,14835,0
187831,F,employed,1,34678,.55700463
187832,F,unemployed,1,120479,.22869252
187833,F,employed,1,6469,0
187834,F,student,0,0,.76851261
187835,M,retired,1,8284,0
187836,M,retired,1,9709,.35296258
187837,F,student,0,3948,.79521459
187838,F,employed,0,16206,.51697803
187839,M,employed,1,22908,.5175904
187840,F,unemployed,1,0,0
187841,M,employed,1,11125,.17064196
187842,F,student,0,0,.73237365
187843,F,employed,1,8411,.75853235
187844,F,employed,1,5459,.23676196
187845,M,employed,0,5590,.5808897
187846,M,student,0,0,.41745973
187847,M,employed,1,9078,0
187848,M,unemployed,1,0,0
187849,M,employed,1,10593,0
187850,M,employed,0,22599,.49851355
187851,F,employed,1,19743,.57838988
187852,F,employed,1,7162,0
187853,M,employed,1,20794,.24378049
187854,M,unemployed,0,0,.04529129
187855,M,employed,1,60795,0
187856,F,employed,1,6410,.50501257
187857,M,unemployed,1,100542,.82450974
187858,M,employed,0,155189,.51349825
187859,M,student,0,0,.62762785
187860,F,employed,0,12472,.56641603
187861,F,employed,0,8329,.16615377
187862,M,employed,1,6462,0
187863,F,student,0,0,.83431643
187864,F,unemployed,1,0,.016630251
187865,M,employed,0,8910,.1962221
187866,M,employed,1,10319,.41875315
187867,M,employed,0,178109,.52153033
187868,M,unemployed,1,7422,.8054992
187869,F,student,0,0,.74415666
187870,F,unemployed,1,0,.79667974
187871,M,student,0,0,0
187872,F,student,0,23573,.44600499
187873,M,employed,1,52571,.41399857
187874,F,student,0,0,.011850012
187875,F,employed,1,15703,0
187876,F,unemployed,0,6205,.64725804
187877,M,retired,1,12873,0
187878,F,employed,1,8818,.5150193
187879,F,employed,0,13997,.37576321
187880,F,retired,1,4683,0
187881,F,employed,0,11439,0
187882,M,employed,1,11738,.57317299
187883,M,employed,1,10377,0
187884,M,employed,1,23041,.88194847
187885,F,student,0,12735,.16799961
187886,F,employed,1,11813,.70346648
187887,F,employed,1,8545,.57178694
187888,F,unemployed,1,0,.71998435
187889,M,retired,1,9152,.039507661
187890,M,employed,1,8543,.022714831
187891,M,employed,0,26665,.56467205
187892,M,unemployed,1,0,0
187893,F,employed,1,7520,.38850081
187894,F,unemployed,1,14780,.61697245
187895,F,employed,1,22138,.12939735
187896,F,employed,1,28231,0
187897,M,student,0,0,.74639684
187898,M,student,0,15479,.89341164
187899,M,employed,1,27615,0
187900,M,employed,0,25512,0
187901,M,employed,1,8032,0
187902,F,student,0,0,.88457453
187903,M,retired,0,3605,.053869169
187904,M,employed,0,14578,.55635184
187905,M,employed,1,8301,.39332563
187906,M,employed,0,13663,.83006042
187907,F,unemployed,0,18040,.56476694
187908,M,employed,0,12137,.48783341
187909,M,employed,1,29062,.16516393
187910,M,retired,1,7769,0
187911,F,employed,0,25983,.69392467
187912,M,employed,1,13311,.33811945
187913,M,employed,1,8482,.55530465
187914,M,employed,1,81398,.36200926
187915,M,employed,1,24894,.68766254
187916,F,retired,0,13664,.31323135
187917,F,unemployed,1,0,.50036842
187918,F,employed,1,11876,.89870578
187919,M,employed,1,11183,.78172803
187920,M,employed,1,7286,.68730658
187921,F,student,0,0,.8740961
187922,F,unemployed,0,11548,.28959677
187923,F,unemployed,1,0,0
187924,M,employed,1,29705,.71621203
187925,M,student,0,0,.7517364
187926,M,employed,0,5597,0
187927,F,employed,1,36242,.20559648
187928,M,employed,1,7733,.408988
187929,F,student,0,4799,.81898284
187930,M,unemployed,1,0,.096472137
187931,M,retired,1,6905,0
187932,M,student,0,5997,.13418174
187933,M,student,1,15034,.51892477
187934,M,employed,1,205286,.61283565
187935,F,unemployed,1,0,.81453025
187936,F,student,0,0,.77345681
187937,F,employed,0,8529,0
187938,F,unemployed,0,6206,.60694999
187939,M,student,0,8219,.93755829
187940,F,employed,1,27846,.32559642
187941,M,employed,1,11883,.19942915
187942,F,employed,0,43504,.57313603
187943,M,employed,0,15974,0
187944,M,employed,1,21333,.93361032
187945,F,employed,1,18205,.52792609
187946,M,employed,1,6688,.56598741
187947,M,employed,1,10458,0
187948,M,student,1,2701,.90401649
187949,F,unemployed,1,0,.63790369
187950,M,student,1,6044,.84179717
187951,F,unemployed,1,0,.59682471
187952,M,employed,1,8082,.30105576
187953,F,student,0,0,0
187954,M,student,0,5057,.067639738
187955,M,employed,0,12822,.53712499
187956,M,employed,1,5855,.6595937
187957,M,student,0,0,.66267896
187958,F,employed,1,6765,0
187959,F,employed,1,5626,.054399114
187960,M,employed,1,18728,.36074018
187961,M,employed,0,11838,.35803354
187962,F,student,1,0,.98048645
187963,M,student,0,9715,.037519392
187964,F,employed,0,6482,.35880762
187965,F,employed,1,6280,.61649066
187966,M,employed,1,38634,.7090826
187967,M,student,1,60008,.59382504
187968,M,employed,1,16075,.59075725
187969,F,unemployed,1,0,.14035779
187970,F,employed,1,106157,.89631033
187971,F,student,0,0,.96287781
187972,F,student,0,0,.84206688
187973,M,employed,1,11780,.82320756
187974,F,employed,1,53993,.75788766
187975,M,employed,1,7618,.29206377
187976,M,student,0,0,.11729448
187977,M,employed,1,19150,.93807244
187978,M,employed,0,12471,.67297637
187979,M,employed,0,8012,.53921336
187980,M,employed,0,11934,0
187981,M,employed,0,7259,.46115011
187982,F,student,0,3125,.3393957
187983,M,employed,1,10351,.64430225
187984,M,unemployed,1,22187,.61893088
187985,M,employed,1,6024,0
187986,F,unemployed,0,7487,.69062734
187987,F,employed,1,10596,.84400606
187988,M,employed,1,14538,.67480046
187989,F,employed,1,10953,.67355818
187990,F,employed,1,6465,.57245499
187991,M,unemployed,1,0,.6079455
187992,M,employed,1,14123,.73310894
187993,F,unemployed,1,0,.6611582
187994,F,employed,1,9906,0
187995,M,employed,0,18707,.90062755
187996,F,employed,1,13837,.56992644
187997,M,employed,1,6628,.61143619
187998,M,unemployed,0,6811,0
187999,M,student,0,8354,.38383159
188000,M,employed,1,16042,.25603279
188001,F,employed,1,6341,.80203897
188002,F,employed,1,10803,0
188003,M,retired,0,1994,.33657175
188004,F,unemployed,1,12364,.57642639
188005,F,employed,1,8132,.13729186
188006,M,employed,1,7730,.0025528134
188007,F,employed,0,6152,0
188008,F,employed,1,18233,0
188009,M,employed,1,13678,.55935884
188010,F,unemployed,1,0,.41754442
188011,F,student,0,0,.49706399
188012,F,unemployed,0,49344,.65062755
188013,F,retired,1,4457,.0071430667
188014,F,unemployed,0,0,.50205117
188015,F,student,0,0,.14011286
188016,M,retired,1,5399,.20887582
188017,M,student,0,0,.73575878
188018,F,employed,1,4413,.77583039
188019,M,unemployed,1,0,.19193117
188020,F,employed,1,13247,.42097646
188021,M,unemployed,1,23320,.54812944
188022,M,employed,1,67411,0
188023,M,student,0,0,.70059562
188024,M,employed,1,9691,.72100455
188025,M,employed,1,8623,0
188026,F,student,0,8646,.96019983
188027,F,student,0,0,.8360008
188028,M,retired,0,3636,.27146107
188029,M,employed,1,121736,.12068218
188030,F,employed,1,5524,.86051565
188031,M,employed,1,9582,.52605391
188032,M,employed,1,35844,.490989
188033,F,employed,0,8312,.72709572
188034,F,unemployed,1,7902,.78809404
188035,M,retired,1,15538,0
188036,M,employed,1,6933,0
188037,M,employed,0,13122,.64504266
188038,M,employed,1,6222,.58562517
188039,F,retired,1,2851,.32888073
188040,M,employed,1,11697,.35246894
188041,M,retired,1,11309,.066402219
188042,F,retired,1,6363,0
188043,F,employed,1,7302,.1209366
